artist,artist_id
Paul Wall,0k7Xl1pqI3tu8sSEjo5oEg
Foxy Brown,1wvlC6NwleHt1iRD6d5X2C
Westside Connection,3zNM2tRfTX6LI1lN2PlrTt
Young Bleed,5GQgxUq4MOuXXV99WrRuev
Webbie,6aIm51fHkokqlJn2vzNTH8
Bun B,45a6gCQWq61lIUDmr1tKuO
8Ball & MJG,7iUhmKPNkkPPS6FCQxqtNq
Cool Breeze,5hZ48LGaj6Z7tdpUdgEFcz
Xzibit,4tujQJicOnuZRLiBFdp3Ou
Mase,1wiBLzTI7z9RUwEpNPdFT6
Cassidy,3WilJWdCNLSU7fpYjiKb7v
Ol' Dirty Bastard,50NoVNy9GU1lCrDV8iGpyu
The Lox,0A7g2YbCA9FlyZvAG6VmKP
Chloe Lilac,2CUeVZl8E9ouggdBhyclFx
Still Woozy,4iMO20EPodreIaEl8qW66y
Jarami,1iwseab2dozTUHoF5taAdf
Skylar Spence,0x0u0jCVf5Jf4DNh45XPXL
Wet,2i9uaNzfUtuApAjEf1omV8
Chelsea Jade,5K0BVchFxmuKBw7DojGSQO
Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs
Sophie Simmons,7AOCUMe3rKW4o3uADBNwVy
Absofacto,7gAYvcQFmAruyvwGjxrSUr
88rising,1AhjOkOLkbHUfcHDSErXQs
Broods,5r5Va4lVQ1zjEfbJSrmCsS
Dansu,3vF7mdipJUsMxuFdW2udAt
Louis The Child,7wg1qvie3KqDNQbAkTdbX0
Mallrat,4OSArit7O2Jaj4mgf3YN7A
Tessa Violet,5DD5GZd4ElmQTy9NleMvKJ
RL Grime,5eIbEEQnDM8yuDVB0bimSP
GOLDHOUSE,670UISOh9XV1zlq5z5IfoY
Social House,5UjifI1TYefXWn9GdqDOHl
Ryan Pulford,46E8qTNPKXItddNMeUgOqq
King Henry,4IbUky1dWqlyVlMMTJXPI5
Louis Mattrs,7qevodTHcV0rtg9O7ih6nn
LOYAL,2PYzfdTjMDkpIxlOEm3oK2
Tep No,7MlotYZhHjOlXcvmwrITj8
Glades,14rP13jdQNgQvuPA2AkBgm
Andrey Azizov,2hGxtbozs9MLpSHE11XOOC
Off Bloom,78JRZ7S8obuhstD79Jmu8L
Caroline Pennell,0cZPTEmf3mlwj5kjVXR4po
Rynx,3v2NAsnsViisa2k0CNolXW
Mat Kearney,2NQEwAVHBNcI0tGMLlWwF1
Lookas,27fy6rHPC58Eo2VUu0iJSG
Kailee Morgue,245PKF3hKjtxJKIG153kF0
JOHN.k,73eAAfRkS2Vi4hx68oTJJE
Elohim,6wKxOKEA3K6R2UZ3COLXEY
Akacia,4D9a1UPPFCoOm1kBtJfni5
Codeko,7FZKXzbyCoai0fEh65kZKp
Mauwe,2A6ICTUl1UuEUt5sLnWTcR
Hook N Sling,3iN9k8uvm4WrgdlOigOH8D
SŸDE,2AgbDbAVnc4y7oB2QxISmJ
Mako,0Ye4nfYAA91T1X56gnlXAA
Naaz,736HGQRGr9rjG4VmmSpkz8
More Giraffes,1SKIyebAAhyPaaFp4x1Vp0
Jack Vallier,2wnHlwpI5kZaXQRGq21UNN
Honors,1DIr8qPcgJS50FFNfC3nnp
Marnik,6S3KljEiIOWoLMUyZrkQUc
flor,0szWPxzzE8DVEfXFRCLBUb
Dayglow,6eJa3zG1QZLRB3xgRuyxbm
AURORA,1WgXqy2Dd70QQOU7Ay074N
Johnny Utah,25pd339V2rRJo84USlcSRP
Emilee,4ArPQ1Opcksbbf3CPwEjWE
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg
Caamp,0wyMPXGfOuQzNR54ujR9Ix
Milo Greene,5euJsEvfrlfhYDorMR40OF
Half Moon Run,3ceQN2NVlLg1hgTzljDE4n
Vance Joy,10exVja0key0uqUkk6LJRT
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg
Devarrow,6MrZj6wqVagXe1UQ8AYWgZ
Birdtalker,2sNHl4oXsU0DVTy9u1otGt
Nick Mulvey,3x8FbPjh2Qz55XMdE2Yalj
Beta Radio,0syIRg9MPSpJIC0QCPUaHB
Blanco White,3ccVtqcqedranb7y8eywJ5
Traveller,4kZAv5F7ojPi4hfxi7zy0l
Shakey Graves,1fZpYWNWdL5Z3wrDtISFUH
Houndmouth,7EGwUS3c5dXduO4sMyLWC5
Family and Friends,2AmW5LU0vqfHoN2qvghRFe
WILD,0jcaMhfyinUx3Pj8w4nmWZ
Twin Forks,6GwNGuDRNbx5XwoHQA3QiD
Alabama Shakes,16GcWuvvybAoaHr0NqT8Eh
Bibio,0qzzGu8qpbXYpzgV52wOFT
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz
Langhorne Slim,099toTcKJoywTosZr2hHjy
Haley Heynderickx,73MDShZzdL4vUGMkmXOG6X
Nathaniel Rateliff & The Night Sweats,02seUFsFQP7TH4hLrTj77o
The Revivalists,5kuJibJcwOC53s3OkoGMRA
Mt. Joy,69tiO1fG8VWduDl3ji2qhI
Liz Cooper & the Stampede,44WiYGcuvxrNyY885GsZtB
Joseph,5Wfvw7rDz7HA6gE2z6QhqO
The War and Treaty,6HhV0jtMMK5HYnYgG0xgtz
Young Pines,5mam62lxo3ZlPjOuf1b0XN
Ezra Vine,2gJqa0PdfSuLpoQlWAIAzn
Wild Child,1xLMexpeeTKQ20SwGMaGSK
Graham Colton,3bCmhyXqTr9ZNGlHNYNTFA
Emil Landman,0TaelSp6OIZw6mzikDmDrB
Morningsiders,5hPR4Atp3QY2ztiAcz1inl
Avalanche City,1PX8bguYn6ba8NaBOJuu8A
The Tallest Man On Earth,2BpAc5eK7Rz5GAwSp9UYXa
The Harmaleighs,0JpiOyzO3e8FYCsDe8EaUN
Dispatch,6v4jPZO3UIDNJIgdxRxtr9
firekid,61XyQHQKfzbzgTmtbiVOR3
Chef'Special,7IiSLreTg1of8dDwxwiPw3
Fruit Bats,6Qm9stX6XO1a4c7BXQDDgc
MAGIC GIANT,7eaa5bidliPI0djFYv166f
Tom West,4IszB4IvfBur47pa0bm1sr
The Avett Brothers,196lKsA13K3keVXMDFK66q
Valerie June,4QZdOCb3UacKbQ1ybDFAKM
Cereus Bright,3zt4I5TLIb0Z9RigaiHe5G
Dead Man Winter,3S3wKbKQc3QdCKExlBBzxw
Hein Cooper,75Cb1lVnzQa6mPaJA16Ho0
Ben Howard,5schNIzWdI9gJ1QRK8SBnc
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx
Quiet Life,13MdjUqnWNyfY4qKYQ9OPl
Dotan,1cwOthlzLBwN8Imbq7P71H
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2
Falls,0SP0jz4htYhpiCuNEvKr0l
Darlingside,3DkhgIw7lIyxekurpXNTrm
Dustin Tebbutt,0z9hynUsIjf0ddI4uHqPWX
A Blaze of Feather,0j7wLGDwHdUSPLkxCH3GBQ
Ten Fé,3cohAS2UQTaOo80kCn8qjT
San Fermin,7fSnislKgW9Mz0YIqWQmGt
Matthew And The Atlas,0lSENl3bteP8p2NbiSP7RM
We Banjo 3,10jo3zVGDsW6qs3JVs9tfD
James Yuill,0jypmaLN034G9UkeQdqsps
Good Old War,33szNKNcVX8x0jl8X7hxHL
Allman Brown,239Y6QdFqVFfdsw6moqSEN
Lowland Circus,41vAWKpK5vw3TuYahI6jcI
Barry Louis Polisar,6MUxF4ehonXZ8Q6YMFI2xb
Noah And The Whale,0aeLcja6hKzb7Uz2ou7ulP
The Strumbellas,6ujr1NkqbZpYOhquczUUfl
Radical Face,5EM6xJN2QNk0cL7EEm9HR9
Keston Cobblers Club,38DmNaPnPBoXtbpFgXZNL8
Declan McKenna,2D4FOOOtWycb3Aw9nY5n3c
Jack & Jack,1INuLZXjjVbcJRyWvD1iSq
Benjamin Ingrosso,7jEEE187pVG6InOxn03oA5
Alice Merton,7f0OLhGgBMX9fUjm1dcPip
BTS,3Nrfpe0tUJi4K4DXYWgMUX
Bastille,7EQ0qTo7fWT7DPxmxtSYEc
SHAUN,72nLe76yBFSlP6VBzME358
XO Cupid,1Fy4Vnoq3HspYLrgEs9VNc
LVNDSCAPE,2QlwnS23KrBeshXFyK5U6M
Birgir,2hCU6EhDEmPjpqe8cAHAcm
HEDEGAARD,2ZuweXv0TkfsidZOLZZoM2
Olivera,4iFfQpzvTJDhqmSi28EhYu
jens,71o1oWpLHVDNbfw7TwXKDg
Kate Nash,5vBKu1igxFo6g1sHADkIdg
Zak Abel,6Gk5hoM7eW8NSCYhICMDHw
Jesper Jenset,4Q6zYbQ2MrKiEWTGB3yrPv
James Hype,43BxCL6t4c73BQnIJtry5v
Rhys,5yMkHmsdRZA4OVeCylF4xU
Smith & Thell,1ZrBGJWLL8NiAjgNifCy90
Vargas & Lagola,2fVW2ix4ANKiofDZIsy1XR
Alvaro Soler,2urF8dgLVfDjunO0pcHUEe
Alle Farben,61ipISvUVa5LkJlKZnm3Oo
Madden,7LbuenKfQNLPKzvi1rKPBG
Vigiland,3tLYpanVDomWAZqF82NPds
Alida,1kiq2kUV0cbLUhJsr7cpW0
Ashley O,14scxEoUN7Dcx1m4EQ7oHe
GAMPER & DADONI,6HQ6vf4AloXyVNdyJhrX1J
MIKA,5MmVJVhhYKQ86izuGHzJYA
Wham!,5lpH0xAS4fVfLkACg9DAuM
Quintino,1V3VTM7VspiQjcmRhC010n
a-ha,2jzc5TC5TVFLXQlBNiIUzE
Jake Troth,4YYFbWfMM8Gr55Hddzkcrl
Scissor Sisters,3Y10boYzeuFCJ4Qgp53w6o
Keiino,0chh7dlaUzEreDTulHiOlm
Bill Withers,1ThoqLcyIYvZn7iWbj8fsj
Niki & The Dove,4hiLNlqr4vQdiuo1aQKSXS
Roosevelt,4AQrqVz6BYwy29iMxcGtx7
Men Without Hats,34PLzyi7CdXUekiLHYyqXq
Four Tops,7fIvjotigTGWqjIz6EP1i4
Donkeyboy,0UACE2nWl5uUyJRo1kIYQO
The Jacksons,2yrbLiuBmc9j81lTX3XUuI
Van Morrison,44NX2ffIYHr6D4n7RaZF7A
Ofenbach,4AKwRarlmsUlLjIwt38NLw
Hanson,0SdiiPkr02EUdekHZJkt58
Belinda Carlisle,7xkAwz0bQTGDSbkofyQt3U
Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok
Nano,48Z0MG7G6UQeWYibHpXgQe
Deep Blue Something,5N5RfI8FFXk4WQ8kkjE407
Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi
Toploader,6xeFne1rkxMhKSW3ipvkdV
Sabina Ddumba,2Mp409M6EpFr3kGdQ1mwjS
Tones and I,2NjfBq1NflQcKSeiDooVjY
Paul Simon,2CvCyf1gEVhI0mX6aFXmVI
KT Tunstall,5zzrJD2jXrE9dZ1AklRFcL
The Supremes,57bUPid8xztkieZfS7OlEV
Lake Street Dive,3nuc29fYGlQbIrwh4yrNWd
Shout Out Louds,0UOrN3LNaKApiOSdvJiETl
John Travolta,4hKkEHkaqCsyxNxXEsszVH
The Jam,0q8aHXla7UUtJ2ppwtV0Nd
Shania Twain,5e4Dhzv426EvQe3aDb64jL
Fox Blanco,0XAzqhdQM4Oa2uzORPlqCt
Naughty Boy,1bT7m67vi78r2oqvxrP3X5
Culture Club,6kz53iCdBSqhQCZ21CoLcc
Seinabo Sey,4X0v8sFoDZ6rIfkeOeVm2i
Felix Jaehn,4bL2B6hmLlMWnUEZnorEtG
ABBA,0LcJLqbBmaGUft1e9Mm8HV
Matt Terry,2JLqTvFXmC87BksiCsBezV
The Proclaimers,1A92IAcd7A6npCA33oGM5i
Jungle,59oA5WbbQvomJz2BuRG071
Sweet Chariots,7jDZhAo6VIB9wgq4WqrRoY
Neil Diamond,7mEIug7XUlQHikrFxjTWes
The Foundations,4GITZM5LCR2KcdlgEOrNLD
Bryan Adams,3Z02hBLubJxuFJfhacLSDc
Katrina & The Waves,2TzHIUhVpeeDxyJPpQfnV3
Tal Bachman,3KEb1kbIZN5jumsjFEWgSW
The Temptations,3RwQ26hR2tJtA8F9p2n7jG
Rusted Root,2M3vnW1p5w4uPRkLYTbvdB
Spice Girls,0uq5PttqEjj3IH1bzwcrXF
Redbone,0w7HLMvZOHatWVbAKee1zF
Bobby McFerrin,2FjkZT851ez950cyPjeYid
Third Eye Blind,6TcnmlCSxihzWOQJ8k0rNS
New Radicals,0Grjlu7ncIuCaSYvCs9fcd
UB40,69MEO1AADKg1IZrq2XLzo5
The Cranberries,7t0rwkOPGlDPEhaOcVtOt9
The Monkees,320EPCSEezHt1rtbfwH6Ck
John Denver,7EK1bQADBoqbYXnT4Cqv9w
Bob Seger,485uL27bPomh29R4JmQehQ
Fountains Of Wayne,1pgtr4nhBQjp9oCUBPyYWh
The Jackson 5,2iE18Oxc8YSumAU232n4rW
Stealers Wheel,7bPU7cvfoD20ixGD9Qnqki
Jackie Wilson,4VnomLtKTm9Ahe1tZfmZju
Bobby Day,4SLfKHcufUqU46DiTAHIsj
Norman Greenbaum,7f8LNBVXN0h35veHrpxQFL
Macy Gray,4ylR3zwA0zaapAu94fktwa
Jimmy Cliff,3rJ3m1tM6vUgiWLjfV8sRf
The Marvelettes,0MponVSpW81oLvJZ53vYZH
Barenaked Ladies,0dEvJpkqhrcn64d3oI8v79
Bob Marley & The Wailers,2QsynagSdAqZj3U9HgDzjD
Gotye,2AsusXITU8P25dlRNhcAbG
The Archies,33QmoCkSqADuQEtMCysYLh
Carl Douglas,5Pqx4mXYDGIDcg8E5FYjZ8
"Earth, Wind & Fire",4QQgXkCYTt3BlENzhyNETg
Jean Knight,2Tk0pWxTuQgnE5nsUexrLr
Natalie Cole,5tTsrGPwQRWUsHR2Xf7Ke9
The Turtles,2VIoWte1HPDbZ2WqHd2La7
4 Non Blondes,0Je74SitssvJg1w4Ra2EK7
Jr. Walker & The All Stars,1rHh0AI30JhKrbzKIFjFNd
Gloria Gaynor,6V6WCgi7waF55bJmylC4H5
American Authors,0MlOPi3zIDMVrfA9R04Fe3
Oasis,2DaxqgrOhkeH0fpeiQq2f4
The Romantics,3daM7asS0gCFvyLemNx2EE
fun.,5nCi3BB41mBaMH9gfr6Su0
Counting Crows,0vEsuISMWAKNctLlUAhSZC
Sly & The Family Stone,5m8H6zSadhu1j9Yi04VLqD
Björn Skifs,1Ek3VdZ8EPmcvgRIqnHlrF
Otis Redding,60df5JBRRPcnSpsIMxxwQm
The O'Jays,38h03gA85YYPeDPd9ER9rT
Hot Chocolate,72VzFto8DYvKHocaHYNWSi
The Five Stairsteps,3Inrg8cs8oc4q8oPES4a6S
Martha Reeves & The Vandellas,1Pe5hlKMCTULjosqZ6KanP
Supergrass,0sHeX8oQ6o7xic3wMf4NBU
Men At Work,0f3EsoviYnRKTkmayI3cux
Spin Doctors,2PSiyldxmJze7xiqbz658m
Len,6oMfS8fHX0CyDwRptywVjr
Bee Gees,1LZEQNv7sE11VDY3SdxQeN
Chaka Khan,6mQfAAqZGBzIfrmlZCeaYT
Jet,5ypxebeHEIXjMtJb17uJlI
Blind Melon,5sD1ZLf2dGQ9gQ3YJl1eAd
Junior Senior,7xNPROyVfkH4mcIxxCxySm
Feist,6CWTBjOJK75cTE8Xv8u1kj
Percy Sledge,3rRmDmzPcAFwcUDvG5gBqO
Nick Jonas,4Rxn7Im3LGfyRkY2FlHhWi
Jon Bellion,50JJSqHUf2RQ9xsHs0KMHg
Snakehips,2FwJwEswyIUAljqgjNSHgP
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ
Liam Payne,5pUo3fmmHT8bhCyHE52hA6
G.R.L.,3Yl4nkmEa8BSuGWbwhdLDq
MNEK,7uMh23xWiuR7zsNkuNcm2G
R. City,4TH4BHy0LdBi3dpBW4P2UX
Thomas Rhett,6x2LnllRG5uGarZMsD4iO8
Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS
Old Dominion,6y8XlgIV8BLlIg1tT1R10i
Luke Combs,718COspgdWOnwOFpJHRZHS
John Gurney,1cn7hpmFEpidzWJySGCTJF
Michael Ray,6ghiFYcwn2Vzl6K50U0UPz
Blake Shelton,1UTPBmNbXNTittyMJrNkvw
Cody Purvis,3uVEo0XTel7WqHQlSnRehM
Jason Aldean,3FfvYsEGaIb52QPXhg4DcH
Mitchell Tenpenny,1p6CdzJRoicjRcSdWoB9Qc
Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE
Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM
Brett Eldredge,0qSX3s5pJnAlSsgsCne8Cz
Jordan Davis,77kULmXAQ6vWer7IIHdGzI
Granger Smith,4sTFGCigAQIUiEy8wSSQNF
Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS
James Barker Band,54lUDwCk35ihJuK3yJCqHA
John King,32Cj2WsRALt1SCWaPBR9QP
Dylan Scott,78YqeIji3mgAS2K1Maca6x
Chris Lane,68abRTdO4meYReMWHvBYb0
Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg
Adam Doleac,4NsVVzuaZGk4aya8Pyacew
Ryan Hurd,7lDVEkjIURPMyUYwoQRrpw
Eli Young Band,6eKWqnckwdIlSnjaYgIyxv
Cody Johnson,6zLBxLdl60ekBLpawtT63I
Chase Rice,6pBNfggcZZDCmb0p92OnGn
Filmore,0FvJm0y2eHw0aPkLLU3sIG
Jimmie Allen,147nKr9upHZSSxqCzh9j7c
Scotty McCreery,6ZV6lGY0prbqpTD0Md8i29
Brett Young,0fiWOxhsBsQQvFDtxUQWo0
Carly Pearce,4sIl4BTo9l9KqEi0Y3RE72
Brad Paisley,13YmWQJFwgZrd4bf5IjMY4
Lee Brice,5Zq7R5qmi58ByYyBQTlNuk
Luke Bryan,0BvkDsjIUla7X0k6CSWh1I
Jon Pardi,4MoAOfV4ROWofLG3a3hhBN
Zac Brown Band,6yJCxee7QumYr820xdIsjo
Tim McGraw,6roFdX1y5BYSbp60OTJWMd
Chris Janson,60gmlHZmT16wiO9GiXKYK9
Brooks & Dunn,0XKOBt59crntr7HQXXO8Yz
Keith Urban,0u2FHSq3ln94y5Q57xazwf
Eric Church,2IvkS5MXK0vPGnwyJsrEyV
Chris Young,4BYxqVkZyFjtik7crYLg5Q
Brantley Gilbert,5q8HGNo0BjLWaTAhRtbwxa
Christie Huff,3mdJ7xExgfvMfYEAK7rEy7
Runaway June,7yPbJOX7olhT3ynAyuj3Zl
Clare Dunn,2VDsDEKCdNm7c7Ve43Z9gw
Maddie & Tae,34bhyY8jfKez7uKakMfy4y
Tenille Townes,3TyeX0lk4B7k56ukfzEE0z
Lady Antebellum,32WkQRZEVKSzVAAYqukAEA
Tyler Rich,78eqps3BavCqe2q7GCU1VK
Levi Hummon,64fJiKnU2RfnndB8xP3gLi
George Strait,5vngPClqofybhPERIqQMYd
Aaron Watson,5BKzvAPtNXnt0LwzGvKOH3
Trisha Yearwood,3XlIhgydjvC4EniPFZT20j
Justin Moore,30e8DmahrEamvLbFRPdWmk
Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj
Matt Stell,7EekKnlf2HwNaLLpL9Cpgy
Haley Mae Campbell,2NDqx1z4TTkFr0QOnk8nX3
Miranda Lambert,66lH4jAE7pqPlOlzUKbwA0
Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O
The Highwomen,3iyG1duuxWpcuWa57VSeZ0
Rascal Flatts,0a1gHP0HAqALbEyxaD5Ngn
Russell Dickerson,1E2AEtxaFaJtH0lO7kgNKw
Cole Swindell,1mfDfLsMxYcOOZkzBxvSVW
Noah Schnacky,1qDDkysTxJvFandHwP9CMx
Cassadee Pope,7ahuvq1mbb4idwG1iJbSFG
Midland,1DTZRmlVZBxx2wRQBtx6yi
Skepta,2p1fiYHYiXz9qi0JJyxBzN
SZA,7tYKF4w9nC0nq9CsPZTHyP
Not3s,40NRiKuuhj1pgGYppptlBO
Catfish and the Bottlemen,2xaAOVImG2O6lURwqperlD
Hardy Caprio,7FqkRutc4zWMrnEAUv3Xwd
Dave,6Ip8FS7vWT1uKkJSweANQK
MoStack,14H15rElxdGClICOZXEYHP
Lil Dicky,1tqhsYv8yBBdwANFNzHtcr
Steel Banglez,6k970rXaWAWVfWMjqWtFNI
J Hus,2a0uxJgbvvIRI4GX8pYfcr
KSI,1nzgtKYFckznkcVMR3Gg4z
Deno,58ICshZ0AgBMNJiLHK3U8l
Bugzy Malone,4Dokdwa3WB7ilQ2c2qvIBL
SL,0wY1K9SgxbaRfoFRmSR5x5
Digga D,57n1OF36WvtOeATY6WQ6iw
MIST,63X1WKthLQidtqxxO2sgeq
JAY1,0BKx4UjPvXVGY15u0xFbbi
BLACKPINK,41MozSoPIsD1dJM0CLPjZF
YK Osiris,7meyrw7Or5DwteYxDJrkCM
Loyle Carner,4oDjh8wNW5vDHyFRrDYC4k
Russ splash,4CwqmHBrsCzKuBqlQKfYxZ
Geko,5vfmmb3UHpuQWJ55JP9slk
FLETCHER,5qa31A9HySw3T7MKWI9bGg
M Huncho,491U1PrV1EoQuhM0aUCn9r
Da Beatfreakz,3Q8Ow3li2nXzZhRPHMwR7h
Jaykae,1sLYZv95ZXwVfyGHan5w45
Sam Fender,6zlR5ttMfMNmwf2lecU9Cc
AJ Tracey,4Xi6LSfFqv26XgP9NKN26U
Duncan Laurence,3klZnJvYGIbWritVwQD434
slowthai,3r1XkJ7vCs8kHBSzGvPLdP
"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF
Mahmood,06nvjg4wBANK6DCHjqtPNd
NSG,31Ua7zSTJxegjyd49ujbSA
Soulé,1XRCocF9w2bZKho10CbDOP
Young T & Bugsey,6M6XXCcO5gI68XpIlrUL3Z
One Acen,16plk1BhihSieDutGFbLt8
Liam Gallagher,6sN51vEARnAAdBw1IKZ8Q9
Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ
B Young,7JMwO9tyFPMsb2KnsJqZlp
Nafe Smallz,3dKjmeRZcSUw617CoMzEA0
Krept & Konan,31lnFZEM6ysvjOx59VyxRE
Machine Gun Kelly,6TIYQ3jFPwQSRmorSezPxX
Tion Wayne,7b79bQFziJFedJb75k6hFt
Joji,3MZsBdqDrRTJihTHQrO6Dq
Stefflon Don,2ExGrw6XpbtUAJHTLtUXUD
Gerry Cinnamon,7cpCnhhBIU1gA7EhTFApN1
Y2K,6USMTwO0MNDnKte5a5h0xx
T MULLA,0yIMlboJ6DHovv1cKPVptn
Wiley,7k9T7lZlHjRAM1bb0r9Rm3
Unknown T,3iAhNz3e31lBuXYOsqGsf3
The Plug,5r3fI2q1YU3QyVP7oncOQ9
K-Trap,39XT9gMoNmMCOlvTTR273m
GRM Daily,4PCeJ2EIn3YtzYYRsHHWyy
Headie One,6UCQYrcJ6wab6gnQ89OJFh
D-Block Europe,5VadK1havLhK1OpKYsXv9y
Remedee,3cOaTgpdP001bZdGIJ05Xg
RAYE,5KKpBU5eC2tJDzf0wmlRp2
Aitch,2PJEagPIxaBugeMjIyKVXF
Solardo,0oO1IaDOBSeI96HbnCa5pZ
Mahalia,16rCzZOMQX7P8Kmn5YKexI
Blossoms,22RISwgVJyZu9lpqAcv1F5
Regard,4ofCBoyEiGSePFAG500xev
YNW Melly,1cNDP5yjU5vjeR8qMf4grg
King Combs,41I5xI04kixwmonDBl0Sda
Lil Skies,7d3WFRME3vBY2cgoP38RDo
James Blake,53KwLdlmrlCelAZMaLVZqU
Melii,4udfTw7V8jI4AHi7PEfJfj
Koffee,1gWjcmBsveEYMxOZ0VRi32
Shenseea,1OFOShsIbhy1l5x73yuVyB
Souly Had,20WmX0l9JgOpehDOAXY6iO
Rich Brian,2IDLDx25HU1nQMKde4n61a
Afro B,7oMRcCu0OYSCtCyS3P37iC
Wale,67nwj3Y5sZQLl72VNUHEYE
Burna Boy,3wcj11K77LjEY1PkEazffa
Jidenna,4TsHKU8l8Wq7n7OPVikirn
Bas,70gP6Ry4Uo0Yx6uzPIdaiJ
T-Pain,3aQeKQSyrW4qWr35idm0cy
Cautious Clay,6iWuBN32BqCJAeXW6o3nil
99 Neighbors,5uhqkMm8dyQvX83kl4Znq0
Caleb Santos,3XEHRbR9NMWfNzQ6TQMS9M
Stephen Speaks,0AvtzKTYleNqdJXoZasQWG
Hale,6Ww3OMFzCaO33ulKh1LBFN
Roselle Nava,4fkan03zhGYM8ZTfj3hLDk
Kaye Cal,0xNog7ZdcTq9sJFiIXJJTH
Lulu Panganiban,45DUUqLXUpSjzfmlSXrAEA
krissy & ericka,09DdQEMQaaq0f99vqqub3V
Daryl Ong,1vg8YXdgvLLPPeXZkM7g5W
Brian McKnight,6k0IBR0lU42s2GYpNX7kA9
The Juans,1YlibpAvhJBbMZMBwN1KGv
Toni Gonzaga,5BAyYwbv8OSfqeXMjPgWX6
Moira Dela Torre,0rZRTXEmmPmx6gt92tBqIc
Sarah Geronimo,6aiCKnIN68hohzU3ZzNq48
Callalily,4HOEnLufwAqJ2qoJPVnL01
Charice,0AuZVHIr5WSEBbBLZwWwWc
Nina,2tQbSWgZLIB8MXMnsXVRro
Side A,31oMMIBDMM2Z1RQO7u8irE
Loren Allred,0LyOADBjj28cbvJWTXUEGA
Silent Sanctuary,4nGp682WMiKS4X217kPw8C
Morissette Amon,2hz61ryzrN6bUBZjOQnKbd
Yeng Constantino,0DnjaQqb436AH1idffI6CQ
Sarah Geronimo & Mark Bautista,1RIlQl4CbOOC9JvLk58nwD
Kyla,2vTbuBRo7ACOZ3JsCnaL7S
Michael Pangilinan,1t2caVgyabZrVDAlmMGraV
Erik Santos,7ygtjsCTrCQZAYYPOne9uE
Bugoy Drilon,0kRAKgEOVI43Qkz9PLmPt8
Passage,6uzOSeOh07b07QjYHRdF2c
Julie Anne San Jose,4NeCu267LZemnoq44lZYKy
98º,6V03b3Y36lolYP2orXn8mV
Vice Ganda,1cJBql701w5uDxpIyqeujX
I Belong to the Zoo,7tKpXx21KVUOR6vvDs6xtg
TJ Monterde,7LvDTuFCBv08xm6u1pOMK0
Shane Filan,3Q2ya2vGeOhQ9CaF9wWNP6
Mark Carpio,2JEIN1g27pZdm3hKB9EwE5
Ben&Ben,4DAcJXcjX0zlQAZAPAx4Zb
Katharine McPhee,5oWOx0BBDSMoFB8JDrjQre
MYMP,5elcNQkZ6FCZA3grSOMngY
Migz & Maya,2zVUEA9Y4e5gpnALwgNav9
Side A & Freestyle,3JITwr6Xwkz8p6cm9leNUh
Up Dharma Down,3wbCeEPAW6po7J46netxMT
Moonstar88,2kZThDGZcHl4klYYFk0v8n
Darren Espanto,0u4G1K1CSzcp5PZ6G6FIGu
South Border,6ZgBJRjJsK1iOJGKGZxEUv
JinHo Bae,6xoq43qpJaD4kYqbM4OWYX
Juris,4BNWanhw4AjSXjBm9L1Jzy
Aiza Seguerra,0GnuCXvnvVtX5DShryuyp9
Armi Millare,7bT6URJrhJleZUfkrysELD
Tamia,0le01dl1WllSHhjEXRl4in
Maymay Entrata,4JliYPIw09GespZAmZv6rI
RJ Agustin,4lGPCtl4ebLWFoWOLsRCV2
Mark Bautista,7zpGGtamV7jBkMIub59TRO
Nef Medina,1x9aBTOQP8VjLBgKVm81K6
Boyz II Men,6O74knDqdv3XaWtkII7Xjp
S Club 7,1kM5rgJvkiDMOoKX56H6pX
KZ Tandingan,1mcqfNCReSFxun2vIWvC28
Joyce Pring,5VjkztmSKa6iG3mAJYUlaZ
Chard Ocampo,16scMuGSOjMSQRGMgE112T
Mcoy Fundales,1fcBrugzAiySFmkUgqvaTu
Jessa Zaragoza,19l4oVulvZzVoBEfaP3i0n
Elliott Yamin,4am1I89OWXUzFh4ctRLkdd
Maricris Garcia,6UQTbEpZKmU9aSUUBEjVnS
Morissette,62WbvkXqQGvXQvw74GU3kQ
Kris Lawrence,11Jdq2gOTBhmfEYmFrZlue
Natalie Imbruglia,0dlOr0VIysztGWvU1dpjmP
Neocolours,0vkER0y96fNRbGEs6wLZxR
