artist,artist_id,date
Galantis,4sTQVOfp9vEMCemLw50sbu,2019-06-16
DubVision,3XINWZaloea97SIRiyTJxX,2019-06-16
Showtek,3gk0OYeLFWYupGFRHqLSR7,2019-06-16
Maor Miller,0ewFcI4uSjCul2FIERjQeF,2019-06-16
Sigala,1IueXOQyABrMOprrzwQJWN,2019-06-16
Adon,7l7IyxqOyGDSU6iF4FzisA,2019-06-23
Blasterjaxx,37awA8DFCAnCCL7aqYbDnD,2019-06-23
Mind Electric,69980mQFGok7v7sniw1zgL,2019-06-23
Antonia,4TLzMoEaUDkcAfIlY3Xhxn,2019-06-23
Nora Van Elken,04m3oUGzjO3EJTQidFzTgM,2019-06-30
Alok,0NGAZxHanS9e0iNHpR8f2W,2019-06-30
Manse,2jGvmFH6YE352p9LKmuB0y,2019-06-30
Kisma,7HerrelRlyyDhEZeWDPCnA,2019-07-07
Quarantino,5y4NgF9HhK3EgWbfjLRX7e,2019-07-07
Dante Klein,1b4DN8Vj0dnj5cceMFsRYN,2019-07-07
Deep Chills,12rBrcOPP50qIan8ew4iTP,2019-07-07
Loud Luxury,6t1gpxYbY8OlLA7D2RiikQ,2019-07-14
Jugende,5txjM8GILUWLG2Wg34AXKP,2019-07-14
Regi,77ehFS1P2bU6Bfcs1qu6Jd,2019-07-14
Steve Brian,4xSQ9zt3zGyyiCXazv4mhf,2019-07-14
JRVO,6q4PZPjn29ojVI6AgZbMlY,2019-07-14
Project North,62jASYmQeTEGVbi15HNzrW,2019-07-14
Alex Parker,7oOfZSYouCcyk13dNrOpiX,2019-07-14
Matt Nash,0hxW1uZPEjt4wuu9wNDF2y,2019-07-21
LVNDSCAPE,2QlwnS23KrBeshXFyK5U6M,2019-07-21
Gigo'n'Migo,2JHMPs8tw6MXokIWec65LG,2019-07-21
Charming Horses,5rr0CMtvn1p9Be8ICfkTc3,2019-08-04
Toby Green,7IVgVM49Z4ztdmOqOIxhvP,2019-08-04
Olly James,04Ze9i5w3NXno5DdMNpJZC,2019-08-11
Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,2019-08-18
LUM!X,0TKFPt9w0AAEnhB9bd0pLy,2019-08-18
DVBBS,5X4LWwbUFNzPkEas04uU82,2019-08-18
VIVID,3VcAPpkjFtd3Sj5fmqPQd1,2019-08-18
Unknown Brain,0okpgBQamDqOZazBeH0J3I,2019-08-18
Viva La Panda,5SZUMeZ1O9tcgkSkkx1dFy,2019-08-18
ESH,6rXMet89uui55tWrcEz7ma,2019-08-18
Bodin,38NhRjiIQAbSBQwzjC2Idp,2019-08-18
JOEF,5G0GOSMXjExARIijR8rU9K,2019-08-18
Avicii,1vCWHaC5f2uS3yhpwWbIA6,2019-08-25
Cheat Codes,7DMveApC7UnC2NPfPvlHSU,2019-08-25
VARGENTA,4hg56haGFxxnKEt3AkW3fo,2019-08-25
Jaimes,6EdfpkgBzauysFts2D0LSO,2019-05-12
Big Z,1QJ4iU6xJtdrk6HSPUTQ98,2019-05-12
Tokyo Project,6b6w8DXrLFEPxnG4kTqUnT,2019-05-12
Antoine Cara,4sHxN0TiHnkwK3YNIdTkMm,2019-05-12
Rich James,35KtMJ3zEIvITK6xssqTWq,2019-05-12
Foulds,2s8qKnxMzHyJkgxPA5mO7O,2019-05-12
Delta Jack,5qFj5cdUuvWmzYx03PsDjY,2019-05-12
Dj Marlon,2Ds9H8orI9nLDupJQukm6X,2019-05-12
Steam Phunk,4cRXBNKXZ5vfw2IidDobcZ,2019-05-12
RØGUENETHVN,6IKnR1CI4rkwQewtDoSuOa,2019-05-12
Rafman,637329eW8xlkX599i55b9m,2019-05-12
LMBO,2hKBuue0E5QJ4RF0LQhEyd,2019-05-12
Waterbeld,527JZHcOFRVFOrkzCjLtuJ,2019-05-12
Depdramez,7vN4ChI7eslj4xqTIozg6X,2019-05-12
Jake & Alvar,2VFRPddijRdHZWITDHYZkZ,2019-05-12
WICKD,0EHmjLGfcWNSg3GLGDO8KK,2019-05-12
ToonSquad,1QuZ8h4TGEbSwYfXxlEIm3,2019-05-12
Nate VanDeusen,125PCXGTE6sFhvG8w0EnvU,2019-05-12
Triple M,2Tw3Czv2kxEz8h3RILbzjT,2019-05-12
Feb,6lc0muqqPZVQsaTsNCyuRa,2019-05-12
Menshee,3oc0nOYBmYZluUiD35EHIf,2019-05-12
NUDØ,4jUscfWxMwNhbyKwDcm0hg,2019-05-12
Dytone,0YDGLtaVDf3vy2dJZWJg1k,2019-05-12
Roman Blanco,0zBHS0LUpnro61dWNRDmyN,2019-05-12
JPB,0t5H8FcoVPzn4sVeNxibMU,2019-05-12
Sam Ourt,5I3AwOX9Fr2gEG6SKmltH6,2019-05-12
MorganJ,5irwemCIBdwWYTZrcxX2UW,2019-05-12
Midsplit,5FDIxEGRvg8QrMoNr9BoFl,2019-05-12
Sleek Bleeps,31pMt2pO4CbFM7cp0IRtZl,2019-05-12
Alexis B,6sdWdDAgkNeIIZNQ4xExec,2019-05-12
Blanee,7zCLvxAS1MLWRfXrXsBBB1,2019-05-12
RMA,4oec5igR3Vg3bsftusWtlL,2019-05-12
Maori,3WgX9Ioo1Qcug9H0tNmmUH,2019-05-12
Devan,2hE6W430BpJRCFBNgZE3jB,2019-05-12
Colin Hook,3l7JE3OLAlWR4GPuxV10Ll,2019-05-12
Maone,3lHCbPkaSUJPiqQ9ZJLEOj,2019-05-12
Michael Angelo,3nXlGJi4ZuozaGgHY65dmd,2019-05-12
Loving Arms,2lXt64NC66vwfGsmNzwo1p,2019-05-12
Thom Merlin,0N6fCdc4H9CuUysWoCb9FC,2019-05-12
DFUX,0viXa5YvVknflg7hRvT7vf,2019-05-12
FANNYPACK,6SjKNESwrpwMUN0Y0bRmza,2019-05-12
Deekey,1sMpoues4n6d0qXFN7AHdz,2019-05-12
No-One,6bfKI8jo0dwBlBDKxA3uO0,2019-05-12
Adam Adler,6ktgrQLfxhluxDDr9kN0yQ,2019-05-12
ETHYRIAL,6ouykZcsUvtqo7M6hp1qn2,2019-05-12
Noroy,0FCAKInZeSi1on1FlSPoxt,2019-05-12
Samurah,2szmyzyU3WFZTVa6oArMhA,2019-05-12
Rush & Hydro,6BtHioZvSGcxdlORG0lBje,2019-05-12
Asketa,2rJlTPC0ClcoQmNWci4C03,2019-05-12
Palm Vision,1D74ljazHPjT8n7QadeEpW,2019-05-12
Nick Steffen,1JuyS6X5aCe00CIVJSiW95,2019-05-12
Versus,3QycjSeZMvNChMMk1YEhUo,2019-05-12
Cait,3xaBiE23wZralHGluFymmN,2019-05-12
William Singe,5exS0bytCYdixgv02DaCm3,2019-05-12
TIBA,1kSxnk7u7cco7lPIF0Z1v5,2019-05-12
Steve James,2rYFy6vVM1YiECVIAHaJBY,2019-05-12
Luke Baker,0JgNpmmfEwaqi6lk2TqR2n,2019-05-12
Callum McBride,4TYCYbdKLdbbx3sYhZRKzj,2019-05-12
One of Six,705LwIwhGPqFjs8rOU7pSW,2019-05-12
Maff Boothroyd,1WybMQkeEskWKx4iwiLqb2,2019-05-12
Camden Levine,3Nazflbm4JHXk9DEve3M2G,2019-05-12
Teddi Gold,7IIPt2aOjyLjpwsRGXsj7h,2019-05-12
Whyel,49VoPmXaPH0vInz18MTeaM,2019-05-12
PLVTINUM,4V2pR2iSd1g0RZCglrP3jn,2019-05-12
Vijay & Sofia Zlatko,23BtKJexFLn0Ri6s7BEC4d,2019-05-12
Stisema,3zXtPNCNWggzI962k6qxF1,2019-05-12
Savana,3xZpKySjmi8VTEF0j5nNVc,2019-05-12
LVK,0RzrokfoMnpb12F7v9203y,2019-05-12
Nick Lopez,15NoI73ol1fVF11li1RKMB,2019-05-12
Davy Boi,2mT1RKw4RNxji0JVfIRPL2,2019-05-12
Leah Kate,6oWOHAOyBUn6aJlKIPJK9r,2019-05-12
Yomaez,01X9SbuNcYoHHvUgalG2EB,2019-05-12
Sinego,3UlAQex8nw3vquHcmY8fpb,2019-05-12
Billy Wilkins,6noCyJmZYlVHKo257Fhb1U,2019-05-12
PLAYDED,2bVDBU5YmauWpiN1LJ8ZkL,2019-05-12
Jonas Schmidt,2iVI5g77D4FT62vErTSfLX,2019-05-19
Artelax,1cmngJeHHZi2ZWodpFOLv3,2019-05-19
Refeci,1NTljmDof9yJq0kaRsAucp,2019-05-19
WE THE SAVAGES,3Gsql2tNs9Ja1zroVZEBtn,2019-05-19
Matthew Schultz,2Sd3zmzvPHUeBp7jWxIGfP,2019-05-19
Crankdat,5lCekoJW9jNq01B1wiqdAb,2019-05-19
Almost Owen,0cx6W9yZSat6dyJqqjNr5Q,2019-05-19
Xenton,45dhOLIJO1850ONnshhE5S,2019-05-26
Jasted,0ceAkUWB6kvxGNLvHiSqf2,2019-05-26
BVRNOUT,5oREZfPeedk4nyo1GpqKfU,2019-05-26
RudeLies,7hf6L4LN1RTVN66IdBVpPr,2019-05-26
Baby Jane,3scHMUcB85BflinC8FclbI,2019-05-26
Darius & Finlay,1w67D3PakcxjYGt6xPnnke,2019-05-26
Savi,1H72fTOUAUl0WQ4kH5DPVW,2019-06-02
Disero,0YVFdCm1S3ikQU0yl110lu,2019-06-02
Valiant,2LQ6CvVANu6FpLp2RWQhE2,2019-06-02
Adnan Veron,0YpOe2SiYZVcWvrHiCV17W,2019-06-02
Giraffe Squad,4fExyyH6AKHafLf9GpvZ5y,2019-06-02
Axl & Arth,2tL4WKtUhzNP0x2GPrjS56,2019-06-02
Melxdie,3Qu4RzFokPNQU3HufxcVW3,2019-06-02
Ava Max,4npEfmQ6YuiwW1GpUmaq3F,2019-06-09
Biray,3o2uwz1okOwbHseFmQ5xt1,2019-06-09
Panoptiqum,02GVvm5IjTDMoFqE4ThqCk,2019-06-09
Aspyer,3LaBw0YCv8D35w9AvePFtF,2019-06-09
Arno Cost,0BMhfbeiOrNMBzjELzbyNg,2019-06-09
Apollo Rising,5woDd4xAgHuBWbp5NuY1n2,2019-06-09
Thomas Nan,0hxxNMb3Egp5oWzR0vcX8v,2019-06-16
Laurentius,2TCVmKZV4q5rtGd0smRBFo,2019-06-16
32Stitches,4NH2deLFDDB0YeV3PNLjWQ,2019-06-16
Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,2019-06-23
Joshua Francois,6cZrFzGumgIBg0QnixF6Dp,2019-06-23
YANIC,232vpxgsYP5Mc6yU99xZWG,2019-06-23
Funky Fool,4GQbEubUneU1YlR4KFvUPm,2019-06-23
39 Kingdom,2JnQtHnHjylFjCDkYAiH1E,2019-06-23
LEXIM,6d3Ln06qXCe5Mt85yEFxE6,2019-06-23
Manuel Riva,2hkGkEnyudpE42IU4DBt99,2019-06-23
INTERSECTION,5yzLjgtXt52UUcOO0y88ma,2019-06-23
Dirty Palm,4cZvsAtZm91PBC0tXlDrP0,2019-06-30
Chester Young,3u45rXhQ0o9pUL24xlnf6e,2019-06-30
eedion,35ks5tEMBUatBsLSCJzMg0,2019-06-30
KIIRA,05td2nr4eiGPUYgsrrfNZ1,2019-06-30
Brett Miller,5WKSAch6loISTLupOa9Ilb,2019-06-30
Jerad Finck,3w5Vd4aoBBbAZET3ezprIu,2019-06-30
Tom Hall (UK),467yXfSwNLfBmxeaTp7rQo,2019-07-07
Zary,4MQPQI501ue3vIuwEglm1O,2019-07-07
JRVO,6q4PZPjn29ojVI6AgZbMlY,2019-07-07
Sophie Michelle,4CpmHmrZ7XZph50rd9FLa6,2019-07-07
Coll3rk,0qjaCcipi6MONkIHJSAhRb,2019-07-14
NEVERGLOW,2K7Hlrg5cti0mVKx4l0Rwz,2019-07-14
Kyle Falconer,6gMszKxr1k1uPoAbeXZJpt,2019-07-14
Jydra,2FxJwBlbHghkS7YdQOn4TI,2019-07-14
Left Boy,2gIGkRqCo4NK2PUCI8u4aQ,2019-07-14
Leor,2w4BiVzQ4AChparp8sSzdl,2019-07-14
Karim Mika,5YILFKSHhsy945mHTYFlQB,2019-07-21
jeonghyeon,6sxcddx1xFwv0MblwbXNVq,2019-07-21
EKAE,4tO9yeKWvSAIYredvRSKdR,2019-07-21
T.L.I.D,5lVNG2YUVJbICOIVmIKGIC,2019-07-21
Juliann James,38EnvmVCwqGNf2cFxLlS65,2019-07-21
JESSIE BERG,13cDXlWzXfaG3G0ItYyWHb,2019-07-21
graves,4E69riquObrTmBTVuF1b7B,2019-07-21
RØDY,6goarINs9AyGZOhYdAQcAm,2019-07-28
Luxe Agoris,6ejyZKJqfU1trzNHiAA3Ro,2019-07-28
Scott Rill,7dNg7OLrxcWU9cVe3sQoMV,2019-07-28
JUDICI,23fUEUs0jPTjutYWuj6CRA,2019-07-28
MIMO,09k7Kbz2LwZqAH4IaF8GjZ,2019-07-28
Rainsford,4XxCuxkBeoJUdzaVRGJjrJ,2019-07-28
ALRT,4XH5qVwKcWRS0Z6tr85exf,2019-07-28
STVCKS,1esyIum2trtiR34sliNlvN,2019-08-04
Kastra,6sQYSV8XvcA9CQZb6OBHHC,2019-08-04
Markhese,5lKRDU8DL1BCZ8oT8Zh9uy,2019-08-04
David Flix,4bPMtP3Ftea2pbu8nCWuGw,2019-08-11
Blamers,4fzCyzsctS3n7u6rFX0T2I,2019-08-11
Prince Woods,4tMGyWuFOvj3YA7Y9AqDHc,2019-08-11
Jeanway,6cGLz9naZ4aHzWLnsrKZdb,2019-08-18
NDR8,5iIIC0E6BovYgTBmd2Pwsy,2019-08-18
GOLDHOUSE,670UISOh9XV1zlq5z5IfoY,2019-08-18
KRANE,2aOoD3zsuYforFcDvUpZoH,2019-08-18
Max Styler,3NKKngINK1tP6BFy0WOyWk,2019-08-18
Roy Orion,5vDWsMvaFghBZj9e6y8qSk,2019-08-25
BVRNT,3SljFIvBjgc48TO7OBavZN,2019-08-25
Krister & Savalla,5qwYv6yWcwmGzrcsJx9jlT,2019-08-25
Kush Kush,5P4P6G0pubLi65R3zRnSCf,2019-08-25
Kuizz,6x8oQWq0xiL4aIJTXCUx7u,2019-08-25
Latroit,4keJDDQx0ac2jhmknbSLFK,2019-08-25
B-OK,4jneJnJxidM4EJXyFc027H,2019-08-25
Lucky Luke,5ee4yhrWOxaxvL77BoVpVR,2019-05-12
KVSH,2uGKgNuq7MnKksXiSO6HjB,2019-05-12
MK,1yqxFtPHKcGcv6SXZNdyT9,2019-05-12
Rene Rodrigezz,74KsNtV6tvDuIwI9V2JfQO,2019-05-12
Lemarroy,0MbIn3hLqEhgj784ocMT1W,2019-05-12
Audien,4xnMDfgEmXZEEDdITKcGuE,2019-05-12
Silk City,2X97ZAqRKRMYFIDqtvGgGc,2019-05-12
teamwork.,6YbvyuBTs8JbVj7iyurrJe,2019-05-12
Cat Dealers,3q2dSq7VZnj8TmoJUyRm40,2019-05-12
Gabriela Richardson,69YKwunlA0xl2yMS12cyMu,2019-05-12
LOthief,3thMwq9J3a0UeLnPGhA4Qn,2019-05-12
Vanic,2LY0E3xg8svCVYXVNTze5T,2019-05-12
Rat City,6VSMAVF00xwG8Adoqnbqy6,2019-05-12
Whethan,0vqJkZ0RpLZixt3lTmD8vP,2019-05-12
Bomba Estéreo,5n9bMYfz9qss2VOW89EVs2,2019-05-12
Campsite Dream,69VkQLf4DH7GJ68BCDOPKL,2019-05-12
Danny Avila,5y3G1B8cpCTaoq0uDgjwzH,2019-05-12
Sofi Tukker,586uxXMyD5ObPuzjtrzO1Q,2019-05-12
FTampa,6P6fVBXZjnqdgq2z2b8WlO,2019-05-12
The Magician,4WUGQykLBGFfsl0Qjl6TDM,2019-05-12
MAROMA,7HNisUCQ5QMhmitLSZHDLr,2019-05-12
DVBBS,5X4LWwbUFNzPkEas04uU82,2019-05-12
Cosmo's Midnight,4VivsO1n4n2Mi2Btyb5gfL,2019-05-12
Hikaru Utada,7lbSsjYACZHn1MSDXPxNF2,2019-05-12
Roger Martin,2L97mCybXOpHYiBDt1gGLu,2019-05-12
Bhaskar,6kT18gnkVrCz8xJQcrib7L,2019-05-12
Broken Back,4nx8ehrFiCOmWgebUKshDV,2019-05-12
Wictor Watz,00VpCjX0J3Q8kwqMNr3fna,2019-05-12
Henri PFR,6n9XmMc3mX18mrTHYOCPIq,2019-05-12
Captain Cuts,0rlKkLkpsCnJbZethGBfAk,2019-05-12
Komodo,1lmjruOcvyQRZNIKUOlf68,2019-05-12
MØ,0bdfiayQAKewqEvaU6rXCv,2019-05-12
Cheat Codes,7DMveApC7UnC2NPfPvlHSU,2019-05-12
Au/Ra,1eMmoIprPDWeFdB1FxU6ZV,2019-05-12
Too Many Zooz,72rZmJbRFSY6IFJAysfOdr,2019-05-12
CLiQ,2IQIEHvL14Tj7vOKHbIMMj,2019-05-12
John Mayer,0hEurMDQu99nJRq8pTxO14,2019-05-12
One Bit,7jlMwr0xUcRO1xS6WjkkUT,2019-05-12
KDA,3EK3opK9Hp93HJjBPupzfg,2019-05-19
LORYN,0ryyI8NGZJ4MLeRfwbkODZ,2019-05-19
Triplo Max,5vie0556qntEu1EgA7ijtF,2019-05-26
Theresa Rex,6t9tbRO9Lv6Oq6xtVwfdrn,2019-05-26
Dualities,7qplXWyxHyxChnW37jxBxt,2019-06-02
Justin Jesso,1QDrz3DMMaz3TB1cm0PGDu,2019-06-09
Josh Stanley,2YctNu2EnMnIwcxdCp0lJy,2019-06-16
Mamacita,3zkL2oyyXDlQgxBMsGTClL,2019-06-16
Dayvi,2TWBei99x2tV70bdYbWdAf,2019-06-23
Stefy De Cicco,5v3JgLiZtNnw6ablRjjNKK,2019-06-30
Madeon,4pb4rqWSoGUgxm63xmJ8xc,2019-06-30
Ilkay Sencan,5deLgmgAEgy8UHOfJ9Dj8w,2019-06-30
SJUR,1X6dfPmF8f5C5EW3WIGfvm,2019-06-30
Céline Dion,4S9EykWXhStSc15wEx8QFK,2019-06-30
Kalpee,1nXDduJ1GdtMchWBMdnFiH,2019-06-30
Davai,0xZvYTiM5QT94j1abOm0nC,2019-06-30
Cam Sanders,0N6CyJGuRcaSYMwn6P7JYc,2019-07-14
Braaten & Chrit Leaf,6I3DfJduHgMduD2MSrtaBw,2019-07-14
Discrete,7arwEayqcKWkzDmGEB7xov,2019-07-14
Younotus,67ghKnycRX6VM1xfqJSMlH,2019-07-21
Pabllo Vittar,6tzRZ39aZlNqlUzQlkuhDV,2019-07-28
Sam Feldt,20gsENnposVs2I4rQ5kvrf,2019-08-04
Franklin,4bU685oayr3KvaP4qdoYdu,2019-08-04
Tones and I,2NjfBq1NflQcKSeiDooVjY,2019-08-04
Regard,4ofCBoyEiGSePFAG500xev,2019-08-04
Lacosh,4y9qH7IVzokjn5N2Y2kQVi,2019-08-04
End of the World,0b59cVa1STVENq3i7wkcHV,2019-08-04
Leftwing : Kody,7eYXtOjJGhrM16cK2hRmnR,2019-08-04
Bright Lights,2AoeqcUs8DySgZRJ9yV4Ou,2019-08-04
Trial & Error,6W4qhJWqjWK8x6oo4oKMwK,2019-08-04
Paul Kalkbrenner,0rasA5Z5h1ITtHelCpfu9R,2019-08-04
Jake Cooper,7KKsjyYI1JYxvme5vEUlNQ,2019-08-11
Voost,2Xpq8bhn9z3zWo6WUsdvDO,2019-08-11
Montaigne,1ZcnsSFqWusWlRK01vKE6b,2019-08-11
Mason,307erl4VjT1dZDMYpneZqd,2019-08-25
Jetlag Music,29bg2tYJCCyiuZdbsc9mFh,2019-05-12
Bolier,65NscqgsoMPqBtoLbkP3jD,2019-05-12
Diskover,3YbWcfZCP1MPYvMzLxkvSI,2019-05-12
JØRD,2dhLVCzAEMbAu1SSkAoOGV,2019-05-12
Lacosh,4y9qH7IVzokjn5N2Y2kQVi,2019-05-12
Dashdot,0dDnvI6TCQslhEBYCA4DPU,2019-05-12
Turkez,2yTUAjWLsLZaCMUEtRYcfX,2019-05-12
CLOCKTAPE,48CXOpJWX6hpYJ3FWyKfu2,2019-05-12
DUX,1LgoxgQRqIU1xWXRNxgSK6,2019-05-12
Luke ST,3UW1EVBDfRNzYebHsmMtqe,2019-05-12
Evokings,2PHZw1JCGqwqxZdZ0tt222,2019-05-12
Manimal,1u5OwFCI26TQzGWf3F9iX9,2019-05-12
D-Groov,1plmayGv4JinxVkZg17xMp,2019-05-12
Gesualdi,0ddLKgLdOJFY0ghicM70Wk,2019-05-12
Felguk,3eH2apcLhzhnr3eWmH3VBf,2019-05-12
Kraft,5QTqk7eLaTyVwyl3RybUFO,2019-05-12
Tony Igy,2jpQ0ywffgVHhZFQNWaWYW,2019-05-12
Joy Corporation,22DpF66KIdKHmy1IvzEZXc,2019-05-12
Santti,7e6KqpXfInWHjdQufAnsyj,2019-05-12
Clubbers,0mKfkzDXQzYEa1qXH6AAWf,2019-05-12
Beowülf,4H1rPQHJFk09XbKGYszUe2,2019-05-12
Zerb,6mDl7lQiLxT0iQ8LYhAlWy,2019-05-12
SPECT3R,4NWK1Lp9NUDfJpAnSmAo4t,2019-05-12
Dizzy Clash,0pbMDToAG3liGRuvkqGWQX,2019-05-12
Scavazza,5bGnI63dmCKi9bbedZaAam,2019-05-12
Le Dib,40UZHykE9w6eVKyURGjpgF,2019-05-12
Vintage Culture,28uJnu5EsrGml2tBd7y8ts,2019-05-12
Skank,4C4kpaAdp6aKSkguw40SsU,2019-05-12
Torres,5Xuh7pabycvgNkFDxCFtBy,2019-05-12
Cool Keedz,5tX3Akp3V7E6VhzRzwlyxL,2019-05-12
Grace Gracie,2KTR6frHHMVu6JrOsicdtZ,2019-05-12
2KOOL,3VEfaI3OvCD0NMtV5AdsXy,2019-05-12
Blackout,6VN4DY2DHy8LuJapmtI0HA,2019-05-12
Cadmium,2jrBiKykLqcIp2S7GLiahy,2019-05-12
VASSY,7HqEmV7FeCi16bQyHMpIrF,2019-05-12
Breno Gontijo,28xmBXzZcddcKRDT5oI7k1,2019-05-12
Buzter,0q9D61BPIh1iA1ehXgGWYr,2019-05-12
Voost,2Xpq8bhn9z3zWo6WUsdvDO,2019-05-12
The Fish House,0TXfVIHlCROnWuH89PfnJj,2019-05-12
Rodrigo Ardilha,24ONRamSEtfAUhs5k8k4AQ,2019-05-12
Dubdogz,4cdyqaBREB68H77QKCrKP1,2019-05-12
Andy Bianchini,2j3ss5ZwVoRqRuDWHP7U5P,2019-05-12
Oghene Kologbo,2Rp0YYz2nvBSHqtGlt0AZz,2019-05-12
CamelPhat,240wlM8vDrf6S4zCyzGj2W,2019-05-12
Hawk,6kGgCcP1pFsfBy9Zj7KZft,2019-05-12
Ellis,00CYRdkMnA0mwfy1VQPA7X,2019-05-12
SoFly,5cjbfaJkOOpNKimOQSCsOO,2019-05-12
Lion,20P1ZpHpaAApWX2kfMpIji,2019-05-12
Lagum,5D56dZmhE9DgT01XixdHiD,2019-05-12
Manovski,4c6faOq8iBjAq5nLadxd8M,2019-05-12
Dennis DJ,6xlRSRMLgZbsSNd0BMobwy,2019-05-12
Vanessa Da Mata,57pVvBwa3ZCR9LsVlkLXj7,2019-05-12
WD2N,0d4ratKnZjACAw9GZmZI6B,2019-05-12
Enkode,5OsTZlODtkuY6VgcRSBBee,2019-05-12
Cristian Marchi,1OXFVdNx1BX2z7LuKpJyBW,2019-05-19
Winati,7hsdPMApV4JTkBUUL4ZWMk,2019-05-19
R3HAB,6cEuCEZu7PAE9ZSzLLc2oQ,2019-05-26
STEARN,3wtWjoFu8zCYCAYNHIoyfi,2019-05-26
Swanky Tunes,06cLuOP0p7VAnBnqil1eWX,2019-06-02
Xamã,5YwzDz4RJfTiMHS4tdR5Lf,2019-06-09
Breaking Beattz,0eRxVzLBxZGMZcsSoMESfX,2019-06-16
Herve Pagez,31JFnMfmvwzZGdEnXaKGek,2019-06-23
LIUFO,4tvDUOqsB8evdtOM1TJhg0,2019-06-23
Arcando,0ycvq8upLhNmddPdQXhLOy,2019-06-23
Fresh Mode,166MwtUacodwKnPxyroDV3,2019-06-23
Groove Delight,1DX1cbeKQkRJClf4TMmXIn,2019-06-30
Edward Skera,2WEfTfxxdUKsvEcT4ixikA,2019-06-30
Denis First,1qVHDR3icC0cD02ofnzEA1,2019-06-30
Henri PFR,6n9XmMc3mX18mrTHYOCPIq,2019-07-14
MEDUZA,0xRXCcSX89eobfrshSVdyu,2019-07-14
Jorja Smith,1CoZyIx7UvdxT5c8UkMzHd,2019-07-21
Breno Miranda,1BEwyy7IePkvyJpA1WSw1n,2019-07-21
Brannco,27TqtA3DJFLCXv7o8h0GgL,2019-07-21
Toby Smash,76UeymW9wdqAqWHyXVNB6J,2019-07-21
Karate Squid,2bRsxo4V7zfxOcKKg4mQ4Y,2019-07-21
Braaten & Chrit Leaf,6I3DfJduHgMduD2MSrtaBw,2019-07-21
BRÅVO,5wbXEmUKBwInLhJS5Bmbqw,2019-07-21
GoldFish,0uRdK8gy7fXJGRywrlmPM7,2019-07-28
HOT-Q,6CO3icJe86W5FK3U73zyyR,2019-07-28
Stefy De Cicco,5v3JgLiZtNnw6ablRjjNKK,2019-08-04
Trial & Error,6W4qhJWqjWK8x6oo4oKMwK,2019-08-11
Regard,4ofCBoyEiGSePFAG500xev,2019-08-11
Machine Drivers,37FJSSQrfIbOspiH5TqmJo,2019-08-11
RICCI,1EUMh6DZo2CfpolG75YQBL,2019-08-18
Davai,0xZvYTiM5QT94j1abOm0nC,2019-08-18
Ilmouro,1ZRETV1x7nBAgxS57CFa72,2019-08-18
Fancy Inc,4Eoddnw0pOewmCHQYofuwh,2019-08-25
Shapeless,01056gItT5lFJEvQnFOByX,2019-08-25
Young Bombs,4LKB1IkCINDDjEX8iS7glI,2019-05-12
Loote,00TKPo9MxwZ0j4ooveIxWZ,2019-05-12
Felix Cartal,6roDXEmZ6AARdOUv6x5U2v,2019-05-12
Gorgon City,4VNQWV2y1E97Eqo2D5UTjx,2019-05-12
Lemaitre,4CTKqs11Zgsv8EZTVzx764,2019-05-12
Alphalove,4G59kHVfufDsMkwVr5pb2R,2019-05-12
Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,2019-05-12
VITIZE,630L3PtVXwL0dGe416q35d,2019-05-12
Tom Martin,4P0KP5wunIHTElWsbeCow2,2019-05-12
Lady Zamar,5BWiwrFskTQRxKUjPMh8kI,2019-05-12
Jon Lemmon,6Ckle4OdF1yxs4aXZ6xYWV,2019-05-12
Hi Life ,5GHjdJpIDE7Df9lJSpvmds,2019-05-12
Duke Dumont,61lyPtntblHJvA7FMMhi7E,2019-05-12
FISHER,1VJ0briNOlXRtJUAzoUJdt,2019-05-19
Darius & Finlay,1w67D3PakcxjYGt6xPnnke,2019-06-09
BEAUZ,2Wzb0u138rgoZQTK3ytknT,2019-06-23
Justice Skolnik,18bof4dt1gOAe3NGWRTamw,2019-06-30
Felix Jaehn,4bL2B6hmLlMWnUEZnorEtG,2019-06-30
Justin Mylo,7MFJyevu6jq0shwDuVLymu,2019-07-14
KANDY,4mPFPLedaotlYFB3GLn6r7,2019-07-14
Katy Perry,6jJ0s89eD6GaHleKKya26X,2019-07-28
Freya Ridings,5pDjmC5mRl7vDJhsjVwNfk,2019-08-04
Louis The Child,7wg1qvie3KqDNQbAkTdbX0,2019-08-11
B-OK,4jneJnJxidM4EJXyFc027H,2019-08-18
Tee Grizzley,6AUl0ykLLpvTktob97x9hO,2019-05-12
Lil Skies,7d3WFRME3vBY2cgoP38RDo,2019-05-12
PnB Rock,21WS9wngs9AqFckK7yYJPM,2019-05-12
Noraa,3TB54cQWdcg0uDjBoTu6S2,2019-05-12
Lizzo,56oDRnqbIiwx4mymNEv7dS,2019-05-12
KYLE,4qBgvVog0wzW75IQ48mU7v,2019-05-12
ILOVEMAKONNEN,3aGFCoR8xGN6DKwvdzeSja,2019-05-12
Ar'mon & Trey,06s0Xoir4hPLHbeBhJBPBa,2019-05-12
Quando Rondo,4IprNlQiJZUUJhDl0fL2SL,2019-05-12
Shoreline Mafia,4tYSBptyGeVyZsk8JC4JHZ,2019-05-12
